SEP=;
lemma;nr_occ;relevance;
dispatch;33;80854.37009362715;
lattice;30;80929.45927463815;
replica;322;80952.27803212321;
gradient;44;80998.92555832739;
desire;23;81157.25050197153;
prohibit;23;81207.24882799109;
contingency;12;81362.86610234134;
parallelism;58;81537.40177904943;
twofold;9;81550.91360747236;
assistant;28;81645.7220806627;
deter;9;81745.86603110813;
establishment;45;81818.35547597882;
connector;75;81913.68827456841;
subscribe;89;82152.42422344671;
prominent;9;82281.20261099396;
generator;16;82310.40687222395;
psychological;23;82339.68263675664;
stipulate;10;82445.72587679919;
efficacy;10;82536.4551742765;
motion;24;82608.65357063885;
inexpensive;12;82753.88578941979;
posterior;39;82936.57962611469;
scene;66;83073.92451357364;
surveillance;28;83247.86270985972;
agenda;79;83252.38675181015;
epidemic;115;83279.77786962246;
contractual;8;83334.56879273066;
interdependent;8;83405.4688837014;
unrestricted;23;83435.48352806218;
enlarge;6;83477.1445485076;
inductively;15;83491.75714372635;
microeconomic;19;83565.4739932002;
geographically;23;83662.35467015313;
pessimistic;21;83667.63816052108;
breakdown;12;83681.02674807039;
certainty;18;83800.59996764825;
discrimination;17;83835.73263505001;
specially;7;83943.15964994814;
pointer;29;83981.75600547902;
compress;44;84154.36664920463;
accelerate;15;84305.57572758046;
introductory;6;84319.93083848909;
circuit;18;84356.26540900477;
menu;11;84375.53372818297;
diffusion;54;84562.34763142157;
informative;92;84786.15473930871;
customize;12;85200.29484761287;
premium;16;85327.04502384087;
calibrate;17;85464.5920830223;
inappropriate;19;85588.14826895879;
grow;8;85598.7048273856;
provision;58;85651.04631197474;
manufacturer;33;85758.65089345738;
back;7;85788.1145875226;
registration;9;85817.33991449047;
complication;10;86165.14524451541;
metaphor;15;86296.93572835215;
theme;15;86299.7163463893;
mandatory;11;86494.46474030301;
inflict;19;86526.8209671986;
vulnerability;13;86746.42638270339;
organisation;16;87020.77578308301;
rectify;6;87027.34320457435;
zone;242;87045.757476148;
differentiation;10;87131.89797771885;
opponent;93;87390.85918381582;
broaden;7;87405.85564441569;
attributable;5;87432.47813659858;
ministry;11;87509.88000914159;
ordinal;14;87602.50638798652;
sub;25;87764.24032452663;
artificially;7;87953.00597913757;
controller;115;88073.0483450893;
ensemble;33;88744.87846278732;
conveniently;4;88788.5379977235;
marginally;8;89056.57366033334;
infinity;11;89087.72858069313;
ownership;18;89263.40412084121;
tremendous;6;89482.86444468518;
coherence;39;89734.33030691126;
correspondingly;9;89875.6287785137;
sector;26;90022.57223121707;
extrapolation;9;90076.4388039944;
preclude;14;90222.85504932157;
disconnect;18;90239.76144739946;
contend;9;90294.05466852071;
voluntary;26;90336.24324508825;
regulation;8;90340.29686737119;
prevalent;11;90363.89193328416;
interchangeable;6;90564.40239788794;
lab;25;90697.25066224625;
pareto;65;90793.14590342261;
interior;19;90887.46035055643;
commodity;9;91037.82487166893;
imbalance;16;91070.34328619574;
embody;5;91090.08254741832;
resilient;19;91106.65954087228;
gross;6;91225.55122929228;
subscript;13;91284.53452065244;
disruption;14;91332.6864670257;
massive;11;91390.72035028931;
residual;22;91488.8978456406;
vendor;20;91498.4455206925;
quarterly;8;91534.0148461882;
salient;7;91953.115728738;
city;17;92027.13589812463;
notification;74;92458.69319708004;
regional;8;92490.22943029756;
automation;8;93130.20775610936;
externally;15;93318.19668973336;
rationally;12;93498.50443946142;
obligation;68;93673.29648300866;
advertiser;152;93896.53330523579;
synthetic;17;94319.48663412694;
preferential;17;94446.55241651245;
programmer;20;94851.69544537822;
decline;14;94861.97489177746;
conservation;8;95009.40081146499;
scarcity;5;95103.79325302778;
upgrade;6;95125.56890848462;
directory;91;95298.13184376777;
barrier;65;95530.8785429247;
axiom;170;95696.88514535285;
transient;12;95708.73145821801;
allowable;11;95790.72590944775;
continuum;10;95910.23224400936;
speculate;20;95911.92956371143;
predecessor;62;95930.11383660586;
intrusion;64;95986.45302243995;
threefold;7;96094.15285162865;
slow;8;96110.95429202351;
necessitate;7;96123.08256077454;
saturate;18;96133.14607111746;
instruction;8;96239.48416470899;
questionable;7;96327.48746369703;
zhou;18;96615.79953193845;
buyer;630;96673.60559507184;
homogenous;8;96996.66864536695;
deteriorate;11;97099.28264298954;
strive;11;97126.32939275172;
reciprocal;27;97251.45596674597;
philosophical;6;97295.87128900946;
revelation;66;97427.36922250435;
avoidance;7;97527.83388563804;
serial;19;97629.60492874453;
graphically;14;97681.94362930238;
superiority;8;97767.86409000316;
refute;6;97786.97588013826;
divisible;87;97965.02241471678;
producer;80;98077.41487853996;
mathematically;9;98199.7789915455;
preparation;10;98400.9700078505;
collision;13;98655.73423482919;
trustworthy;7;98725.01804574656;
buff;42;98894.72015142994;
fraud;6;99125.96936823563;
integrity;23;99727.00082660204;
documentation;24;99847.46369554926;
collusion;30;99918.74800658313;
campaign;28;99927.67066067319;
satellite;64;100097.7714972182;
abort;133;100177.94819713198;
biological;24;100196.35502631919;
numeric;11;100242.87362634916;
ingredient;9;100408.48617111107;
invest;18;100512.90514259256;
revision;23;100755.12526211595;
impression;11;100890.878090297;
maker;63;101158.75159792414;
prompt;6;101172.91859082902;
clause;124;101341.4098951833;
commission;5;101364.90921475775;
disregard;7;101716.76340186068;
anonymity;16;101847.57291832073;
strengthen;24;101920.77721961941;
lifetime;21;102057.87403594013;
abbreviate;10;102153.41230969231;
cheat;98;102316.52134696064;
unwanted;9;102356.80752786629;
alpha;18;102431.52563134143;
guidance;18;102649.53389884587;
synonym;24;102703.50052460292;
equate;8;102843.38797464692;
detector;22;102935.31037942073;
reactive;26;103031.3884806995;
corporate;5;103201.03497995823;
invert;74;103235.06756915187;
discrepancy;7;103361.08970041983;
passive;8;103627.92446756885;
listener;31;103920.18138052929;
reconstruction;17;103942.96560029562;
analog;19;104020.23624048925;
administrator;18;104394.39071267343;
intellectual;5;104507.12901521572;
instrumentation;7;104604.18932600027;
linguistic;33;104670.64091487187;
relay;56;104825.14706096228;
factorial;12;104832.61029052762;
symbolic;48;104943.12267397599;
guideline;21;105411.1694370944;
familiarity;9;105431.53747386261;
installation;28;105590.73624716737;
unstable;8;105701.63686645108;
microsecond;11;105746.96482266641;
migration;118;105797.36485501815;
backup;39;105934.29449293084;
partnership;75;106159.71902060272;
person;8;106463.33218568718;
favorably;5;106526.5243343034;
forthcoming;16;106599.39342992358;
comparatively;6;106617.02017383871;
dispersion;8;106829.63284771082;
quadrant;8;106859.71797881702;
knowledgeable;6;107253.43301184401;
apparatus;6;107540.00434670984;
vocabulary;77;107596.1549619125;
interim;16;107658.162997909;
inaccurate;17;107679.59846136266;
stimulate;8;107687.75631118822;
mutation;18;107700.77006958594;
reflective;6;107846.18696194811;
progressive;6;108149.00802115626;
personality;22;108331.8332593794;
literal;90;108438.18321478445;
protection;59;108591.4588294306;
stimulus;8;108601.00772138317;
redistribute;72;108639.24409691872;
centrally;6;108666.21610820324;
transit;62;108947.40855659256;
practicality;5;109355.72180463401;
contention;14;109459.59859640895;
subject;5;109551.7808807096;
nominal;9;109636.43313353407;
exert;46;109957.53138935924;
atom;32;110794.97501940363;
subsystem;21;110876.5925415861;
credibility;12;110909.00435709802;
composite;8;111089.32652561502;
neutrality;11;111305.21329003938;
educational;10;111317.46191026694;
computerize;7;111340.12907754477;
criticism;6;111454.45551411828;
pertain;11;111802.57467837463;
anneal;14;111808.65872762646;
drastic;11;111869.93353199484;
photo;130;111899.29948964373;
prerequisite;5;112151.66604090271;
annotation;35;113014.60837910314;
audit;6;113264.8559159923;
commitment;599;113280.41189861733;
occupation;15;113325.58158205991;
adaptability;6;113530.02953210169;
economical;5;113578.22158128822;
employment;7;113729.18697233629;
administrative;41;113803.99734953097;
understate;7;113812.32822482388;
comply;33;114324.34675733071;
alert;23;114382.5842829858;
readable;14;114409.96193623738;
emergency;20;114939.28778216885;
obsolete;12;114945.42146761189;
linkage;10;116040.89587485512;
simplistic;7;116204.0084411354;
subdivide;8;116560.44867127803;
book;6;116833.13033599815;
fulfillment;13;116949.55448079151;
standardise;17;117035.22842709652;
corpus;242;117148.00685768049;
inv;37;117225.0540852988;
inferior;10;117426.74735806412;
deficit;13;117635.31309667088;
router;26;117710.04441093846;
irregular;10;117793.48026023866;
retention;6;117877.24179816367;
weaken;7;118201.8699548708;
rhetorical;7;118814.86428886253;
syntax;57;118847.64866890358;
inductive;44;119301.92001846127;
contingent;15;119330.4058690229;
identifiable;5;119596.54947369047;
citation;17;119952.01902371917;
exponent;8;120180.88167866996;
parity;15;120390.28140382849;
proximity;82;120812.20974915521;
patient;55;120858.72255258272;
digit;13;121476.4296920796;
follower;120;121625.67067254538;
reinforcement;26;121747.833706071;
alliance;28;122034.42366842128;
unimportant;8;122774.30450119686;
credible;6;123200.56506485931;
pragmatic;7;123266.35514355717;
inventory;16;123277.07332865371;
defect;64;123509.13907839067;
preservation;6;123615.13559835154;
violation;30;123700.51628643468;
infrequently;8;123972.89176113725;
restate;6;124087.41341677512;
attainable;7;124127.1048270888;
registry;130;124452.18221306744;
liability;8;124525.84998879561;
expenditure;6;124559.41556861169;
intentional;10;124695.51850505236;
negate;7;124915.91892770275;
eventual;13;125435.47474263293;
minimally;9;125581.89180417397;
certificate;36;125867.4179356319;
historically;4;126123.08834253676;
def;62;126522.513009707;
pac;10;126737.23161329865;
appraisal;5;126750.57040586605;
involvement;4;126776.6164240038;
governmental;4;126833.32659091213;
opposition;35;126985.90017110811;
defection;23;127335.25283337514;
enact;37;128308.24487454793;
coexist;9;128393.54060367178;
verifiable;11;128615.94331468904;
overly;11;128661.75178639535;
layout;21;128753.55105120926;
dialogue;260;129075.07290719055;
interrelate;11;129328.18355017414;
search;12;129726.44808508806;
emit;41;130058.01351056552;
byte;51;130323.60093078061;
pixel;53;130462.87185887514;
caption;120;130672.05142295758;
message;11;131133.80605571327;
procurement;195;131937.52319605605;
veto;17;132016.51802868026;
economist;9;132190.65976941216;
truncate;15;132619.0887209632;
compression;48;133458.7688185527;
administer;6;133557.53143388;
tentative;28;133616.73407455446;
presume;7;133874.10583028983;
mandate;6;134031.77982259964;
facet;29;134252.7497933495;
percentile;13;134292.64007342956;
level;14;134370.42440152974;
workstation;17;134523.92333228956;
asset;19;134572.61186804643;
lexical;45;135308.0264601695;
space;8;135394.3029963953;
benign;28;135516.10649068106;
err;31;135698.18991367426;
leadership;30;136558.99225042036;
leader;9;136782.1781127058;
continuation;13;137219.6816038751;
principled;20;137398.83422251177;
holistic;5;137708.4880973758;
envisage;9;138105.5075232658;
qualification;6;138777.42328851082;
decode;20;139321.9195717697;
unilateral;10;139422.70599531344;
distortion;25;139758.79152710646;
voter;128;140327.31226561675;
stance;8;141143.99542178222;
gene;60;141157.71160641278;
concession;26;141314.59328508272;
template;22;141367.8500585448;
reading;14;141515.44837002092;
beta;31;141691.20294489962;
art;9;141715.94622486248;
advice;32;142200.79484835488;
stabilization;13;142480.77348432795;
gradual;5;142698.57273133355;
negotiator;69;142715.33734564282;
monopoly;7;142870.49904502978;
initiative;11;143275.12910128917;
recalculate;6;143470.18217151472;
homogeneity;9;144477.55334996432;
planner;27;144611.30374879608;
draft;8;145069.5557986059;
redistribution;98;146093.45514608003;
hoc;7;146181.92005110983;
accessibility;7;146344.46476107935;
deliberate;7;147064.25209284655;
reusable;13;147257.08826091536;
par;15;148147.31474393886;
ontology;203;148534.31990686257;
weakness;7;148567.382210693;
attachment;9;148780.15150561777;
thread;15;148984.57234697102;
package;6;149137.4772432154;
cue;14;149401.20089546082;
specificity;22;150314.83276223097;
determinant;6;150759.3846192659;
listing;6;150889.32363324988;
fruitful;7;151309.53040099845;
containment;64;151951.2343127405;
deliberation;28;152023.52807998302;
approval;11;152041.3502952468;
concede;14;152056.16306023806;
unstructured;15;152116.9115031246;
writer;23;152364.94780238127;
acoustic;44;152507.58135055198;
arbitrator;13;153781.0829228767;
interplay;7;155594.03563886543;
undesired;5;155891.6409875891;
battery;79;156175.28572085782;
lengthy;6;157433.28864290347;
combat;19;158087.01805168265;
directional;8;159055.81489159938;
confidential;4;159370.90879032653;
communicative;14;159396.9143331607;
anarchy;73;161647.3206844918;
sensory;14;162766.12496679495;
desirability;7;163707.84312072693;
contractor;14;164326.88520916592;
alteration;4;164356.47704435603;
positional;21;165113.7276264649;
exploratory;41;165858.571932928;
repetitive;4;165891.44403369926;
moral;8;166333.76221612454;
payload;19;166477.34727822358;
referral;41;166715.9049140527;
spherical;19;167712.23117847927;
pathology;21;168100.32551350983;
negation;33;168721.58263423378;
bilingual;27;168961.27374477437;
real;2;169023.90229771624;
tier;48;169025.5248893288;
fitness;81;169311.97973563574;
dispatcher;25;170479.98473828472;
turnover;38;170663.2247823306;
productivity;12;172989.79331387283;
plurality;21;174156.82197781975;
title;3;176003.31358936726;
utilitarian;20;176357.82345442486;
vertically;7;177768.89892452693;
searcher;86;178234.0902524772;
impossibility;23;178551.87039414226;
uniformity;26;180235.98510632297;
batch;4;180673.6819229405;
omission;6;181164.15985177556;
interference;8;181341.61254179385;
primal;45;181584.98854184136;
partner;2;181751.998527847;
authoritative;32;183311.8080710195;
tao;18;184758.50772509322;
broker;59;184838.58498047764;
interdependence;5;185856.82717932813;
causality;26;186210.06367803775;
chart;2;186412.5684410167;
equity;36;186418.10891112618;
buy;19;187153.8785785413;
multilateral;19;187239.91878226827;
optical;12;189572.8550567417;
amplitude;16;191736.6875548162;
lag;47;192139.13570520136;
redirect;12;192359.944785358;
instability;11;193044.11917316052;
ambiguous;39;193369.64090448368;
indivisible;72;193600.96428544927;
accountability;31;194337.91082047301;
responsive;10;196295.8974167573;
license;29;197109.23330805544;
spectral;29;199330.93810724455;
altruistic;24;199455.56822138093;
undercut;53;199523.43094459688;
incompatible;15;199736.22333095394;
attention;2;199766.03814835206;
perimeter;31;203466.16876334694;
factual;7;204828.8931249564;
snippet;180;207918.72297998198;
author;13;209431.54470551744;
folder;25;209989.35767975627;
discriminative;30;210860.2163753278;
ma;138;212503.9445850146;
contributor;10;213057.4442429468;
polygon;16;213574.7796563888;
dominance;124;215087.60368661542;
subscriber;67;215288.83418541113;
politic;24;215345.9322394089;
single;3;215728.93645849256;
economically;10;215952.16534415286;
far;5;222896.10447092276;
truthfulness;56;223196.36000373974;
font;36;223553.63850629894;
topical;54;223876.35318019183;
duplication;12;227412.18099023067;
mediation;44;230561.84757280257;
donation;45;232103.14632933785;
unconditional;16;232582.1876505358;
service;10;236556.66476612506;
deviant;8;237877.28009937034;
outlook;7;241428.80067463787;
sanction;17;246342.502237168;
compliance;6;250740.91301831434;
mental;64;258793.58666781432;
incumbent;73;266628.49598793784;
screen;4;286476.6895849627;
prohibition;84;312150.30878706166;
impedance;23;315748.8579535589;
task;3;323910.0205225846;
counter;3;324473.77454985806;
clarification;19;332177.945959222;
uniform;2;333957.161053836;
withdrawal;50;334090.2396285188;
extortion;58;334301.70189198374;
perceptual;19;334699.5868043446;
apa;44;335231.3115785131;
side;2;335710.1871504193;
matt;1;336922.0;
quasi;1;336922.0;
height;1;336922.0;
truth;1;336922.0;
stable;1;336922.0;
team;1;336922.0;
unknown;1;336922.0;
question;1;336922.0;
field;1;336922.0;
cost;1;336922.0;
pay;1;336922.0;
self;1;336922.0;
plane;1;336922.0;
