SEP=;
type;keyword;lemma;pos;relevance
word;distinctive;distinctive;null;0.36710078318796724
word;alone;alone;null;0.3670888166519156
word;crossing;cross;null;0.36664113083811484
word;substitutions;substitution;null;0.36637189907836354
word;primitives;primitive;null;0.3659059342822867
word;improper;improper;null;0.3658406208711553
word;cell;cell;null;0.36533758667094096
word;novelties;novelty;null;0.3652109461275542
word;attacker;attacker;null;0.36493931771922156
word;flaws;flaw;null;0.36429734773826017
word;geographical;geographical;null;0.36416403591626534
word;hierarchical;hierarchical;null;0.36411573050099355
word;linguistic;linguistic;null;0.36405855249582264
word;frontiers;frontier;null;0.36380535992321894
word;conceivably;conceivably;null;0.36331563455080645
word;meetings;meeting;null;0.3632203695713965
word;tickers;ticker;null;0.3630950721411182
word;schreiber;schreiber;null;0.36292158604868746
word;poor;poor;null;0.36284269697204624
word;signatures;signature;null;0.3628176290015511
word;instrumental;instrumental;null;0.36278197881678254
word;ante;ante;null;0.3625583842162615
word;genuinely;genuinely;null;0.36233189716550473
word;recovering;recover;null;0.36226405888520596
word;outweigh;outweigh;null;0.36202977347932164
word;fluctuate;fluctuate;null;0.3616610572722365
word;faster;fast;null;0.3612472651980121
word;republican;republican;null;0.36107695086012925
word;markedly;markedly;null;0.3605356174393989
word;intelligently;intelligently;null;0.36040925910901694
word;arrival;arrival;null;0.35912816226303135
word;finishes;finish;null;0.3590947097374477
word;practitioners;practitioner;null;0.358943101705983
word;stringent;stringent;null;0.35891094868209134
word;pervasive;pervasive;null;0.35887540373602944
word;japanese;japanese;null;0.3586856383089841
word;paragraph;paragraph;null;0.3585368877600639
word;row;row;null;0.3584121532130192
word;unqualified;unqualified;null;0.35837569688672616
word;chen;chen;null;0.3581497847706914
word;segmentation;segmentation;null;0.3578396855981955
word;exit;exit;null;0.3575551243069942
word;achievement;achievement;null;0.35686938042897837
word;oblivious;oblivious;null;0.3562933446139793
word;sectors;sector;null;0.3556672337160144
word;literally;literally;null;0.35557551995817577
word;ownership;ownership;null;0.35549844123221225
word;stylized;stylize;null;0.3554498312338594
word;mutate;mutate;null;0.354294082137179
word;decays;decay;null;0.3541425215883696
word;berkeley;berkeley;null;0.354070341120351
word;siam;siam;null;0.35380979479608277
word;prerogative;prerogative;null;0.3535472102921714
word;benevolent;benevolent;null;0.3534933723742067
word;remark;remark;null;0.3534728234712935
word;commercially;commercially;null;0.3533140994340063
word;offerings;offering;null;0.35211856227921995
word;layer;layer;null;0.35186566914192635
word;suspicions;suspicion;null;0.3517784103907808
word;akin;akin;null;0.3510881455045868
word;subverts;subvert;null;0.35106808953868646
word;inflexible;inflexible;null;0.3507731305797066
word;intensive;intensive;null;0.35071427379135406
word;marx;marx;null;0.35026707295827264
word;predetermined;predetermine;null;0.3502452140814451
word;captures;capture;null;0.35001947022826546
word;soon;soon;null;0.3499468813591961
word;disease;disease;null;0.3499008718722366
word;engel;engel;null;0.3494516953380297
word;inefficiency;inefficiency;null;0.34928478705515786
word;liquid;liquid;null;0.34908206627423083
word;intentionally;intentionally;null;0.34851319759542
word;punishes;punish;null;0.3479827427267505
word;architectural;architectural;null;0.34770123405829473
word;stop;stop;null;0.34769088270528153
word;continually;continually;null;0.34754146554566934
word;unresolved;unresolved;null;0.34724221563282626
word;subjectivity;subjectivity;null;0.3472356054454469
word;grows;grow;null;0.3470999790412903
word;provisioned;provision;null;0.3470454063432882
word;philosophical;philosophical;null;0.3467811620845776
word;dyer;dyer;null;0.3467572319378511
word;outside;outside;null;0.34655945315915115
word;realistically;realistically;null;0.3465172687506722
word;attacks;attack;null;0.34638469100664177
word;harvard;harvard;null;0.3461995243949212
word;innovative;innovative;null;0.34601390775585217
word;sending;send;null;0.34596601203499916
word;administered;administer;null;0.34595017686780655
word;reciprocity;reciprocity;null;0.3455107165516993
word;distrust;distrust;null;0.345307446446809
word;supplementing;supplement;null;0.3451785252088927
word;exported;export;null;0.34504576421573996
word;exams;exam;null;0.344909319603897
word;lotteries;lottery;null;0.34490552460297674
word;attracted;attract;null;0.34457746777700243
word;brokers;broker;null;0.34375293808028956
word;contradictory;contradictory;null;0.3432870069791029
word;embeds;embed;null;0.34294901625931656
word;elusive;elusive;null;0.3428549212037858
word;neighbors;neighbor;null;0.34275884014742775
word;queue;queue;null;0.3425650484291793
word;certification;certification;null;0.34253274598699524
word;familiarity;familiarity;null;0.3417558173484889
word;alluded;allude;null;0.3415376863352926
word;temporary;temporary;null;0.3415000209269578
word;disregarding;disregard;null;0.34146665265593334
word;undue;undue;null;0.34102589454256105
word;profession;profession;null;0.34023215724798545
word;exemplified;exemplify;null;0.33996565772664233
word;confidential;confidential;null;0.33921023554286484
word;controversy;controversy;null;0.33904016510648133
word;middlemen;middleman;null;0.33901979750311473
word;inner;inner;null;0.33891227684936365
word;deduct;deduct;null;0.3388560868663325
word;unsuccessful;unsuccessful;null;0.33846229767468694
word;fiat;fiat;null;0.33846096595089775
word;contemporary;contemporary;null;0.3380766000322438
word;subsidiary;subsidiary;null;0.33800776225727175
word;unstructured;unstructured;null;0.33794405705767094
word;multidisciplinary;multidisciplinary;null;0.33794073820221626
word;biological;biological;null;0.33755406799522364
word;clearinghouse;clearinghouse;null;0.33730118768373873
word;bet;bet;null;0.3372413691913711
word;boost;boost;null;0.337226081385018
word;collectively;collectively;null;0.3371622592719046
word;referenda;referendum;null;0.3371441688792539
word;obey;obey;null;0.33673454462364333
word;belonging;belong;null;0.3367302521214788
word;brittle;brittle;null;0.336381783142346
word;fault;fault;null;0.33630956353312363
word;preparation;preparation;null;0.3362135878993904
word;superiority;superiority;null;0.3361717293888199
word;universally;universally;null;0.336019790387134
word;week;week;null;0.33596085742146375
word;ready;ready;null;0.3357301029135165
word;conducive;conducive;null;0.33531857743703186
word;unused;unused;null;0.33521625478551403
word;familiarize;familiarize;null;0.33474356965849295
word;seriously;seriously;null;0.3345485085491587
word;practically;practically;null;0.3345344125461721
word;supersedes;supersede;null;0.33409456611240346
word;excellence;excellence;null;0.33342491069335245
word;collapses;collapse;null;0.33245675446072814
word;wholly;wholly;null;0.33214615128790603
word;commission;commission;null;0.3313311104383433
word;sociology;sociology;null;0.33118661532059196
word;accumulation;accumulation;null;0.3308710566654673
word;impair;impair;null;0.33050269450228953
word;tenuous;tenuous;null;0.33044863528215274
word;dissimilar;dissimilar;null;0.3301231253322393
word;providers;provider;null;0.3299470304559438
word;hindsight;hindsight;null;0.32989279798186494
word;crude;crude;null;0.32987164216620435
word;insider;insider;null;0.3296543569870676
word;sidestep;sidestep;null;0.32958383747277
word;name;name;null;0.32914439152120034
word;surveillance;surveillance;null;0.3291090906780708
word;temporarily;temporarily;null;0.32844120184606784
word;probable;probable;null;0.3283631935808675
word;envelope;envelope;null;0.32816215515833164
word;foster;foster;null;0.3280477361205624
word;pinpoint;pinpoint;null;0.32789413817717605
word;angle;angle;null;0.3277119824213272
word;culminates;culminate;null;0.3276842558939035
word;tight;tight;null;0.3275503144402211
word;cater;cater;null;0.32747662993083393
word;diversified;diversify;null;0.3273862839912643
word;aggressively;aggressively;null;0.32729956326289217
word;unconditional;unconditional;null;0.32727815322181913
word;dispersion;dispersion;null;0.3269643485852463
word;developers;developer;null;0.32666831403643715
word;embark;embark;null;0.32655511575869556
word;investor;investor;null;0.32649361933243276
word;counterpart;counterpart;null;0.3263959981072362
word;airwaves;airwave;null;0.32614058710937815
word;harm;harm;null;0.3260976190190847
word;unpredictable;unpredictable;null;0.32586249344732277
word;serial;serial;null;0.32582898393323917
word;cornell;cornell;null;0.32573514702651657
word;revisited;revisit;null;0.32568108316342137
word;finer;fine;null;0.32563549100910893
word;registration;registration;null;0.32560783244581776
word;trees;tree;null;0.32559856691631267
word;hardware;hardware;null;0.3253289131749688
word;oral;oral;null;0.32455917038115656
word;inflated;inflate;null;0.32448412415089917
word;empty;empty;null;0.3240357877035187
word;gauging;gauge;null;0.3238763414683948
word;automobile;automobile;null;0.32387589361514263
word;distorted;distort;null;0.32376894302000536
word;sudan;sudan;null;0.3237344279349183
word;imagine;imagine;null;0.32373030641551026
word;falls;fall;null;0.32318903576381
word;readings;reading;null;0.32295992411935065
word;midpoint;midpoint;null;0.3228838890757117
word;displacement;displacement;null;0.3224144442364083
word;court;court;null;0.32233696532234984
word;bits;bit;null;0.32149311743821946
word;blum;blum;null;0.321367563601069
word;undercuts;undercut;null;0.32081836585535156
word;personality;personality;null;0.32074295882554704
word;frame;frame;null;0.3206766325227718
word;parenting;parenting;null;0.3205596894543923
word;enterprises;enterprise;null;0.3204859749795928
word;vastly;vastly;null;0.32033080973531586
word;redemption;redemption;null;0.31977298198486426
word;multiplicity;multiplicity;null;0.319550080946656
word;enrollment;enrollment;null;0.318435188989561
word;arbitration;arbitration;null;0.3181751938491494
word;humane;humane;null;0.3179099246520949
word;footnote;footnote;null;0.3177100333127954
word;falsely;falsely;null;0.3175089087305511
word;disaster;disaster;null;0.31728927592902134
word;hassles;hassle;null;0.31727820610119517
word;circles;circle;null;0.3171733168905726
word;patience;patience;null;0.317110456183507
word;intensity;intensity;null;0.3170284465003625
word;eventualities;eventuality;null;0.3170221304583338
word;ties;tie;null;0.3170146455932252
word;nouns;noun;null;0.31695978960069227
word;digits;digit;null;0.3168997259750723
word;assistance;assistance;null;0.3165577367384089
word;universality;universality;null;0.3165060754340806
word;multifaceted;multifaceted;null;0.31640445564440245
word;heed;heed;null;0.31617097940916455
word;hours;hour;null;0.31607656980355403
word;instrumentation;instrumentation;null;0.3160619891869447
word;percentile;percentile;null;0.3158352563249921
word;worthless;worthless;null;0.3156657358241866
word;comparatively;comparatively;null;0.31558540186045436
word;vitally;vitally;null;0.31544188256888994
word;micro;micro;null;0.31501436006243466
word;egalitarian;egalitarian;null;0.31493379995672144
word;chords;chord;null;0.31469966264485427
word;threefold;threefold;null;0.3146442485919405
word;commonplace;commonplace;null;0.3137609162642551
word;bank;bank;null;0.3136481324225233
word;purchasers;purchaser;null;0.31359263434654755
word;pick;pick;null;0.31356173309606705
word;news;news;null;0.31322229034637294
word;federal;federal;null;0.3130642031399443
word;gratify;gratify;null;0.3129692402915088
word;noncompliance;noncompliance;null;0.31252987547980426
word;discerning;discern;null;0.31252105301855915
word;schwartz;schwartz;null;0.31212530458513643
word;stipulations;stipulation;null;0.31170979903992435
word;rand;rand;null;0.3116506338385127
word;abound;abound;null;0.31106753939920123
word;loosely;loosely;null;0.3107838522975096
word;flatly;flatly;null;0.31044401609760347
word;multitude;multitude;null;0.30995369849077886
word;absent;absent;null;0.30972629162383086
word;arbor;arbor;null;0.30942360368566396
word;activist;activist;null;0.3090067721509995
word;antisocial;antisocial;null;0.3085861206452946
word;correspondingly;correspondingly;null;0.3085752448172129
word;entrant;entrant;null;0.30851128720315274
word;reflection;reflection;null;0.30848920309996525
word;executives;executive;null;0.30833381353489814
word;light;light;null;0.30812088100762614
word;foregoing;forego;null;0.30761709032658985
word;impart;impart;null;0.3075460568612161
word;reorder;reorder;null;0.30751221847282734
word;employees;employee;null;0.307502687574269
word;spite;spite;null;0.3073998105398424
word;partnerships;partnership;null;0.30722851225094705
word;energy;energy;null;0.3071845378344045
word;pascal;pascal;null;0.3070355381194837
word;overture;overture;null;0.30697940202788976
word;indefinitely;indefinitely;null;0.3068619517246064
word;converse;converse;null;0.30684157378065047
word;monthly;monthly;null;0.30654755418427015
word;ticket;ticket;null;0.3065434696118062
word;spawn;spawn;null;0.3064968199390991
word;checklist;checklist;null;0.3064788320301471
word;tally;tally;null;0.3061815762963509
word;payable;payable;null;0.30615758037272234
word;television;television;null;0.30612371690210044
word;downturn;downturn;null;0.3058430728113494
word;profound;profound;null;0.30528277260428927
word;perturbing;perturb;null;0.3049280667717286
word;ing;ing;null;0.30490017660345947
word;rationalized;rationalize;null;0.3048554359069673
word;rediscovered;rediscover;null;0.3047822573711501
word;inappropriately;inappropriately;null;0.3043502361576508
word;anew;anew;null;0.3043224974575641
word;espionage;espionage;null;0.30430683571066564
word;identically;identically;null;0.3032673515241056
word;metals;metal;null;0.3032613741839603
word;garner;garner;null;0.3031229153474647
word;centrally;centrally;null;0.303100160938075
word;stockholder;stockholder;null;0.3028916516053424
word;diagnosis;diagnose;null;0.30254678248998695
word;essays;essay;null;0.30233520167055883
word;workplace;workplace;null;0.30209690727823885
word;legibility;legibility;null;0.301845154657582
word;harmful;harmful;null;0.30170325251494184
word;regulate;regulate;null;0.30126774819340174
word;suites;suite;null;0.3011721838442786
word;shorten;shorten;null;0.30108464688316355
word;betterment;betterment;null;0.30105367748474254
word;leone;leone;null;0.30101926990073297
word;judgmental;judgmental;null;0.30079220607527285
word;enlarge;enlarge;null;0.3003475859523446
word;teaching;teach;null;0.30029268741209564
word;coordinator;coordinator;null;0.30022225302860583
word;molina;molina;null;0.2998981300914712
word;sizable;sizable;null;0.29985903770093875
word;replica;replica;null;0.2993906661359651
word;middle;middle;null;0.2991501425340083
word;misconception;misconception;null;0.2985996768732366
word;unpredictably;unpredictably;null;0.29858281232771244
word;lowers;lower;null;0.2985617878772817
word;purity;purity;null;0.29845562041187074
word;join;join;null;0.29844560353229127
word;scrutiny;scrutiny;null;0.2983735454111867
word;faculty;faculty;null;0.29832719967686006
word;democracy;democracy;null;0.29797160193154376
word;shilling;shilling;null;0.29796038506505523
word;unhealthy;unhealthy;null;0.29773001408618377
word;proficiencies;proficiency;null;0.29758071841076017
word;delphi;delphi;null;0.2973087385347097
word;genuine;genuine;null;0.29709687486234626
word;bogus;bogus;null;0.2966279800196038
word;translation;translation;null;0.29629280592269874
word;liberal;liberal;null;0.296255379093939
word;warranted;warrant;null;0.29614105672274094
word;activated;activate;null;0.29579777942614893
word;dishonest;dishonest;null;0.29566632856905367
word;susceptibility;susceptibility;null;0.2955980838611461
word;freeman;freeman;null;0.29544409377877634
word;insurers;insurer;null;0.2952810781130755
word;inspection;inspection;null;0.2950718024403118
word;inhibiting;inhibit;null;0.2950615576307685
word;obviates;obviate;null;0.2949078575256889
word;spe;spe;null;0.2949047745741135
word;wrongly;wrongly;null;0.2947601462149273
word;oversee;oversee;null;0.29460185568298786
word;activation;activation;null;0.2945411038457414
word;irrationalities;irrationality;null;0.2943424751000269
word;locality;locality;null;0.29341169334325357
word;paradox;paradox;null;0.29339177804403727
word;loophole;loophole;null;0.2929522040690617
word;idealized;idealize;null;0.29248933365228197
word;twice;twice;null;0.2923313907029589
word;rigorously;rigorously;null;0.2923222884873263
word;periodic;periodic;null;0.29193425291450925
word;york;york;null;0.29183604775760486
word;convincingly;convincingly;null;0.2916483691772718
word;lot;lot;null;0.29138446290172304
word;hints;hint;null;0.29136911865608883
word;accidental;accidental;null;0.29105592880009734
word;drive;drive;null;0.29089118553438265
word;mere;mere;null;0.29076996636079067
word;obscurity;obscurity;null;0.2907563279591527
word;commentary;commentary;null;0.2907269727218117
word;football;football;null;0.29062357832650065
word;apportion;apportion;null;0.2905617304866026
word;tolerable;tolerable;null;0.29023232148591144
word;magazine;magazine;null;0.2901817565600723
word;picture;picture;null;0.289565049441482
word;legality;legality;null;0.28952628738245734
word;resultant;resultant;null;0.2894568805807584
word;remote;remote;null;0.28943530183018323
word;unduly;unduly;null;0.28928894292645874
word;abstractly;abstractly;null;0.28914186620564647
word;naval;naval;null;0.28894248709836645
word;impediment;impediment;null;0.28853438806262843
word;coins;coin;null;0.28849811236707024
word;unforeseen;unforeseen;null;0.2882834039591861
word;prelude;prelude;null;0.28824473957047275
word;sovereignty;sovereignty;null;0.28790986500959953
word;organizers;organizer;null;0.2873748241014092
word;dangerous;dangerous;null;0.28689162207503976
word;spirit;spirit;null;0.2864592088908849
word;cellular;cellular;null;0.28619812385662324
word;prominent;prominent;null;0.2855646554421891
word;aluminum;aluminum;null;0.2855518999368917
word;supporters;supporter;null;0.2853810279249075
word;complaints;complaint;null;0.2853138462359161
word;unrepresentative;unrepresentative;null;0.2850900280667691
word;rental;rental;null;0.28483395324197563
word;realism;realism;null;0.2847855167369551
word;multiplication;multiplication;null;0.2844642965127644
word;reminiscent;reminiscent;null;0.28437482406682274
word;irregularities;irregularity;null;0.28434508659812674
word;bundle;bundle;null;0.2842894443538509
word;reintroducing;reintroduce;null;0.2841327990490282
word;stationary;stationary;null;0.2839114239115643
word;conclusive;conclusive;null;0.28372898743407177
word;inadvertently;inadvertently;null;0.2833381215579257
word;hinder;hinder;null;0.28325569674538376
word;minority;minority;null;0.28307839744413005
word;alternations;alternation;null;0.2825646657061795
word;lucrative;lucrative;null;0.28252122408601416
word;destructive;destructive;null;0.28226247636682567
word;pedagogical;pedagogical;null;0.2818726614940891
word;strikingly;strikingly;null;0.2815924663622594
word;restore;restore;null;0.281559498804878
word;tempting;tempt;null;0.28148493622086007
word;january;january;null;0.28121560340592094
word;walk;walk;null;0.2802239132315484
word;presumption;presumption;null;0.28013123560082803
word;disk;disk;null;0.27967027266404776
word;degrades;degrade;null;0.27955386939124016
word;tac;tac;null;0.27949813736406726
word;onset;onset;null;0.2794769795874631
word;discriminative;discriminative;null;0.27947388661993117
word;dover;dover;null;0.2791612651230855
word;tragedy;tragedy;null;0.27907089170040794
word;victim;victim;null;0.2790235019896161
word;bibliography;bibliography;null;0.27895364485588514
word;hoarding;hoard;null;0.2789276853339808
word;affirmative;affirmative;null;0.27872873539283766
word;prone;prone;null;0.2782037965047982
word;fooling;fool;null;0.27769345951319707
word;dogma;dogma;null;0.2776156289635809
word;hobbies;hobby;null;0.27758479228043936
word;striking;strike;null;0.27757773903799965
word;replicate;replicate;null;0.2775394051224961
word;precondition;precondition;null;0.2770887788519988
word;automatic;automatic;null;0.2770886305315303
word;keyboard;keyboard;null;0.2770363956062071
word;bernstein;bernstein;null;0.2766547975214833
word;substrate;substrate;null;0.27638285881965985
word;yearly;yearly;null;0.27629971017273786
word;stranger;strange;null;0.27628328818632
word;rephrase;rephrase;null;0.2762258559599083
word;dossier;dossier;null;0.276003236141204
word;shortly;shortly;null;0.2759407106468885
word;minute;minute;null;0.2759080890566288
word;undergoing;undergo;null;0.275842081726229
word;degeneracy;degeneracy;null;0.27574652408522554
word;cautious;cautious;null;0.27560019623879606
word;perfectly;perfectly;null;0.27557471465346656
word;ona;ona;null;0.2755643687307456
word;imperative;imperative;null;0.2752094916319426
word;entrusted;entrust;null;0.27513341765581134
word;insufficiently;insufficiently;null;0.2748033882727708
word;countervailing;countervail;null;0.27451096111427126
word;intention;intention;null;0.2744206601004408
word;disclose;disclose;null;0.2743858265710308
word;rearranging;rearrange;null;0.2740986604159415
word;boldface;boldface;null;0.27407625863797824
word;outright;outright;null;0.2739707346693582
word;deter;deter;null;0.2734971676774652
word;pools;pool;null;0.27337492243377637
word;credence;credence;null;0.2731606986479781
word;waste;waste;null;0.2729006214910893
word;daphne;daphne;null;0.27285158574741203
word;subtlety;subtlety;null;0.2727266752625243
word;sexual;sexual;null;0.27268264443128254
word;decades;decade;null;0.27252622232349255
word;fees;fee;null;0.2724724895433052
word;gamma;gamma;null;0.2723814643757614
word;rare;rare;null;0.2722833173091094
word;stake;stake;null;0.27225103597466216
word;uninteresting;uninteresting;null;0.2720639527132263
word;annually;annually;null;0.27189266663538847
word;irregular;irregular;null;0.2718330790300628
word;transducer;transducer;null;0.271456583025133
word;destroy;destroy;null;0.27087769929972944
word;yardstick;yardstick;null;0.2706875480093129
word;permanently;permanently;null;0.2706344729818506
word;tantamount;tantamount;null;0.27056288454408983
word;enormous;enormous;null;0.2703730823797843
word;heights;height;null;0.2702598399304247
word;scouts;scout;null;0.270012671385146
word;dissection;dissection;null;0.26989285255360146
word;heavy;heavy;null;0.269808865380899
word;conceiving;conceive;null;0.2696327063895063
word;defend;defend;null;0.2695458144936626
word;gentry;gentry;null;0.26953788837536713
word;situated;situate;null;0.26909323786576833
word;misuses;misuse;null;0.26895262363044176
word;hotel;hotel;null;0.2687441020947782
word;recreate;recreate;null;0.26855545762503985
word;reconsider;reconsider;null;0.2685270661079953
word;wilson;wilson;null;0.26817047943610456
word;synchronization;synchronization;null;0.26798905973583986
word;strategists;strategist;null;0.26790593858978434
word;lessens;lessen;null;0.2678258320528879
word;breaker;breaker;null;0.2675627575693052
word;collisions;collision;null;0.2672709756122419
word;surprise;surprise;null;0.26718940836054517
word;outset;outset;null;0.26655047334180987
word;corruption;corruption;null;0.2665443585095102
word;descending;descend;null;0.2663799347046499
word;delving;delve;null;0.26633151006778405
word;amplifying;amplify;null;0.2661667849190637
word;breakthrough;breakthrough;null;0.26606555074272925
word;unitary;unitary;null;0.2655948153435327
word;prepares;prepare;null;0.26557958043188495
word;unnatural;unnatural;null;0.26551527428123295
word;tighten;tighten;null;0.2646291390967098
word;amman;amman;null;0.2645778962505639
word;sharpen;sharpen;null;0.26438774798321474
word;coupled;couple;null;0.2643276968755239
word;hidden;hide;null;0.26416239357258725
word;determinism;determinism;null;0.26320620178730353
word;chart;chart;null;0.26314529276401033
word;fagin;fagin;null;0.2630686933704084
word;attentive;attentive;null;0.2624539847962275
word;bottom;bottom;null;0.2623515747038833
word;confines;confine;null;0.2622447837681427
word;wesley;wesley;null;0.26215578819194574
word;realms;realm;null;0.2620019316169744
word;gather;gather;null;0.2617715100409427
word;envy;envy;null;0.2615484556830111
word;neighborhood;neighborhood;null;0.26132019303975745
word;drivers;driver;null;0.2610594522183647
word;tedious;tedious;null;0.26099481813286474
word;anecdote;anecdote;null;0.2608168954100884
word;foreshadowing;foreshadow;null;0.2607924308896605
word;tolerably;tolerably;null;0.260657806003776
word;def;def;null;0.26064198441527964
word;friends;friend;null;0.26060016919955353
word;ceases;cease;null;0.2605379573419587
word;leisure;leisure;null;0.2604897424052479
word;console;console;null;0.260007219838222
word;stay;stay;null;0.25972207073106107
word;dropouts;dropout;null;0.2593428984581793
word;producer;producer;null;0.2579438894910542
word;underling;underling;null;0.25764896428922557
word;sex;sex;null;0.2573237560446917
word;overwhelming;overwhelm;null;0.2572160212380763
word;expedient;expedient;null;0.25719271683456557
word;keynote;keynote;null;0.2570543518454577
word;living;live;null;0.25695460649892793
word;replies;reply;null;0.25691507038782546
word;contemplating;contemplate;null;0.2569115108480972
word;cast;cast;null;0.25686338145964066
word;val;val;null;0.2566179104139488
word;cull;cull;null;0.25658623762968474
word;philippe;philippe;null;0.2565205537963089
word;variously;variously;null;0.2563869850809502
word;unethical;unethical;null;0.25630120735806444
word;reaction;reaction;null;0.256278099650423
word;affairs;affair;null;0.2562093296782125
word;forefront;forefront;null;0.25558397315928505
word;nonstandard;nonstandard;null;0.2555577375595032
word;shattering;shatter;null;0.2555128849405559
word;reluctance;reluctance;null;0.2554911651445958
word;backfire;backfire;null;0.25488787799179946
word;ores;ore;null;0.2545759673345898
word;critically;critically;null;0.2544322472064345
word;speaking;speak;null;0.2543769729309636
word;danger;danger;null;0.2540158221633969
word;cartesian;cartesian;null;0.25401085474487367
word;culture;culture;null;0.25389003651033487
word;disliked;dislike;null;0.25350836351365635
word;stockholm;stockholm;null;0.2532676590374077
word;misperception;misperception;null;0.25236748944638093
word;strictness;strictness;null;0.25223788950255166
word;catalog;catalog;null;0.2521125392267869
word;takeoff;takeoff;null;0.25206242009326046
word;bulk;bulk;null;0.2520201783017458
word;triggered;trigger;null;0.2518808292403643
word;currency;currency;null;0.2514538835951394
word;groundwork;groundwork;null;0.2512098564839867
word;reciprocate;reciprocate;null;0.25103068869143963
word;infected;infect;null;0.25099541589563334
word;fueled;fuel;null;0.2508324550376131
word;unidirectional;unidirectional;null;0.25044187129037526
word;plug;plug;null;0.2501650844389228
word;relinquishes;relinquish;null;0.2500922689329933
word;detectable;detectable;null;0.2500878550270445
word;speakers;speaker;null;0.24987991271380428
word;convergent;convergent;null;0.249852263457716
word;niche;niche;null;0.2496205912600281
word;cubic;cubic;null;0.24960216039556193
word;printed;print;null;0.2490116710296445
word;wage;wage;null;0.24826391865401504
word;delinquent;delinquent;null;0.24816142751693357
word;navigation;navigation;null;0.24806467031520502
word;occasions;occasion;null;0.247945551268127
word;sink;sink;null;0.2478325708064279
word;wealthiest;wealthy;null;0.2477180902056375
word;unsuitable;unsuitable;null;0.24733518102968857
word;successor;successor;null;0.24730007397891643
word;caveat;caveat;null;0.2472232998175703
word;electricity;electricity;null;0.24678064878939038
word;vehicle;vehicle;null;0.24628783310780245
word;israel;israel;null;0.24628280575822908
word;packing;pack;null;0.24612763463776985
word;addison;addison;null;0.24603461382810332
word;newcomers;newcomer;null;0.24600378984417642
word;abort;abort;null;0.24593583090638674
word;wise;wise;null;0.24591080318491976
word;shen;shen;null;0.24573837334818152
word;rise;rise;null;0.24563534229876322
word;metaphor;metaphor;null;0.24535894864637034
word;neglected;neglect;null;0.24513016234041846
word;kohlberg;kohlberg;null;0.24484564645359252
word;enormously;enormously;null;0.244641673547964
word;sufficiency;sufficiency;null;0.24437401385830204
word;unresponsive;unresponsive;null;0.24432251146046324
word;america;america;null;0.24430897611657287
word;customized;customize;null;0.2441786026256129
word;tribute;tribute;null;0.24400828420891474
word;addiction;addiction;null;0.24395690469136663
word;lab;lab;null;0.24392722967727995
word;collaborate;collaborate;null;0.2439181489408301
word;outlets;outlet;null;0.24384468981437687
word;downwards;downwards;null;0.2436544548906877
word;magnify;magnify;null;0.24339232956408655
word;imitative;imitative;null;0.24327825699390265
word;quest;quest;null;0.24318558884461708
word;excessively;excessively;null;0.24312785500382686
word;broadcast;broadcast;null;0.24285620191140117
word;predominantly;predominantly;null;0.2427698552118679
word;carnegie;carnegie;null;0.24199717421474218
word;infection;infection;null;0.24189910758427344
word;disentangle;disentangle;null;0.24187737402599563
word;exceptionally;exceptionally;null;0.24153907470714947
word;transitive;transitive;null;0.24144888189744912
word;ton;ton;null;0.24123358855302848
word;clash;clash;null;0.24122523490254288
word;modifiers;modifier;null;0.2408433772586581
word;curbing;curb;null;0.2406721634623247
word;allowances;allowance;null;0.2403352095768463
word;persists;persist;null;0.24025731348041707
word;elastic;elastic;null;0.24017926785849356
word;influx;influx;null;0.24012574298719674
word;coerced;coerce;null;0.23988482088939225
word;lattices;lattice;null;0.23967089904821337
word;null;null;null;0.23941598641867232
word;guess;guess;null;0.23920873499033085
word;extant;extant;null;0.23907410648848934
word;huge;huge;null;0.2386174778334381
word;grain;grain;null;0.23844588196643368
word;memo;memo;null;0.23816301748990237
word;libertarian;libertarian;null;0.23799199609722113
word;kennedy;kennedy;null;0.2379800888544441
word;mentally;mentally;null;0.23796143526576086
word;preferably;preferably;null;0.2379209014271051
word;wisely;wisely;null;0.23777947329565968
word;filled;fill;null;0.23759381951007857
word;theology;theology;null;0.2375186493076947
word;normality;normality;null;0.23739227980742317
word;oldest;old;null;0.23734843607213185
word;predominance;predominance;null;0.23725603440880835
word;injection;injection;null;0.2370806334028789
word;dell;dell;null;0.23683106991143515
word;threat;threat;null;0.23667185807405164
word;accident;accident;null;0.23649349748278833
word;der;der;null;0.23648315862004762
word;richer;rich;null;0.23624163654619812
word;extractor;extractor;null;0.23604142128960273
word;zhou;zhou;null;0.2359773748260009
word;physically;physically;null;0.23569847201976893
word;backward;backward;null;0.23551954924023158
word;archer;arch;null;0.23551429470915738
word;stein;stein;null;0.23544189096380347
word;tuning;tune;null;0.23507553720994392
word;food;food;null;0.23494916828858728
word;caption;caption;null;0.23435519729621132
word;berlin;berlin;null;0.23430686174707427
word;forgetting;forget;null;0.23407326494815076
word;pursuits;pursuit;null;0.23400154100168571
word;williamson;williamson;null;0.233886086844455
word;agreeable;agreeable;null;0.23370918351413722
word;canada;canada;null;0.23281130574607475
word;cloned;clone;null;0.23277321765469064
word;domination;domination;null;0.23217130876689396
word;japan;japan;null;0.23204583458875502
word;italicized;italicize;null;0.23192203357846872
word;wary;wary;null;0.2311095975351258
word;monolithic;monolithic;null;0.23060610111874075
word;brandt;brandt;null;0.23057511249033566
